id;joint_1;joint_2;joint_3;joint_4;joint_5;joint_6;parent_id;cost
0;0.0;0.0;0.0;0.0;0.0;0.0;-1;0.0
1;0.0774081238516503;-0.2020415508816834;-0.7161992059320931;0.5229756493467983;0.7738824445773014;0.3833862645439755;0;1.2566370614359172
2;-0.6973493735533514;0.2952376947221904;-1.2915553332449017;0.6524783703904844;0.1546907407302995;0.403308166401306;1;1.2566370614359172
3;-0.3188077682499761;0.1806029590395496;-1.485189608183063;1.2222431759118;-0.2181265324176246;-0.5566829530391753;2;1.2566370614359177
4;-0.2020861522961963;0.6135190973411806;-1.543537570219352;0.7613953727823627;-1.28188116105046;-0.7320034979865391;3;1.2566370614359172
5;-1.1192096708367056;0.117556715052438;-1.455404392985885;0.6514929578710865;0.2326677188970415;-1.1928120611396802;3;1.2566370614359172
6;0.6783440433281162;-0.4950560953778835;-0.3148650361901802;-0.6651349780270043;-0.1978173554871948;0.541506499815829;0;1.2566370614359172
7;-0.0608372476805001;-0.1582359652844471;-0.3807007321461951;0.0790065790636315;1.0347192681925304;1.469849509325072;1;1.2566370614359172
8;-0.0280363327939402;-0.2308895897850947;-0.4821206007581079;0.6439520894475876;2.018699354982896;1.9943645466229527;7;1.2566370614359172
9;-1.7056581710423708;0.6289588719205981;-1.6812925429186345;1.0183844201711365;0.8347622386105862;-1.84513872982158;5;1.2566370614359177
10;1.6396995937926553;-0.1063310224618105;-0.7521197412162585;-0.709211024034777;-0.6868026540894974;0.8090584205777793;6;1.2566370614359177
11;-0.4756047698351257;0.2559968610972362;-1.6358671768415156;-0.0840326243702085;0.8840089930074967;-1.577433443405391;5;1.2566370614359177
12;-0.6430391051689748;0.1482136032025607;-1.8023167584770527;1.205552541771839;0.5055386685077461;1.333205189977069;2;1.256637061435917
13;-0.7173706261505833;-0.2464180538294483;-1.2836633573657552;0.2988897846830182;-1.7554135486785751;-0.4703782630544577;4;1.256637061435917
14;-2.255529509428161;0.2125926455554634;-0.9771216094017354;0.856294034338547;0.7350433650376391;-1.0892660352476196;9;1.256637061435917
15;-1.0528673285771395;-0.6789742293742015;-1.5306185347008217;1.1348594077054968;-1.5311249538760376;0.2147030298195081;13;1.2566370614359172
16;0.5957390007422798;0.762389036602258;0.5490338483168599;0.108344151560179;0.5742979037595841;0.0;0;1.2566370614359172
17;-1.044074516128339;0.0665236416219639;-0.1555182781988618;0.0725605212568061;2.140223809094921;2.0964571012829447;8;1.256637061435917
18;1.2292175133328156;0.1298682623879521;-1.4689470877463584;-0.7308676425587656;-1.412166529609899;0.2483554173194899;10;1.2566370614359177
19;-2.5577335674884925;-0.8901317614399261;-1.3114519501971058;1.1531590536013367;0.5248501930982334;-0.9227682643477112;14;1.256637061435917
20;-2.1345311533958853;-0.2591509617640635;0.0187486767796002;0.9376421092329744;1.318596920530684;-1.1444401473695491;14;1.2566370614359177
21;-1.1260102782967751;0.6725892330698998;-1.579247543206116;1.90032664581057;0.6442834705483684;2.0537499133394594;12;1.2566370614359177
22;-1.7109826637086327;0.4839523592495066;-0.2612179727870889;0.8302538258842043;2.5329548447928367;2.566153020843198;17;1.2566370614359172
23;1.6615338936522752;-0.0938789308731341;-0.6519197838813839;-0.6106916383401949;-2.075218947993293;-0.2212849218920027;18;1.256637061435917
24;0.542927541966307;0.0347204472996498;-0.637222623201957;-1.5801596330540226;0.3448520100177338;0.7523650227476162;6;1.256637061435917
25;1.5673758981833863;-0.6281270400356636;0.1076540215646947;-0.6752761804286654;-0.9879038027266812;1.4950689924963636;10;1.2566370614359172
26;-2.372907582903313;-1.2377737687339552;-1.720788979892424;1.9767022464119572;-0.235262062096589;-0.9466483723695632;19;1.2566370614359172
27;-0.1478397031106566;0.5052671432903285;-1.9722030371206931;2.113861071840448;1.2200671652573818;2.304318295015659;21;1.2566370614359172
28;-2.705980300552038;-0.8054297731318794;-2.023887517034794;2.0737890487035826;-0.8359661291701925;-0.0415859481117696;26;1.2566370614359172
29;0.1204290595600822;-0.4479995185216338;0.4650640346854575;0.0927851371090529;0.869024447218818;2.31799669588876;7;1.256637061435917
30;1.8892580161467607;0.266414146952037;-1.0662501710443215;-0.182500583444359;-1.5112424600589525;-1.0723904371587814;23;1.2566370614359172
31;-0.886575498862298;0.278173155620848;-0.0139538504873892;0.3393596882275567;0.4900643474226746;1.925814556805241;7;1.2566370614359177
32;1.357703045003048;-0.3997230963477536;-0.3836088769279319;-0.813076295919639;0.5663401994998265;-0.1641637860050561;6;1.2566370614359172
33;-2.20849717138084;0.3056551861395765;-2.095687873880589;1.9090564879812284;0.8655419646264433;-2.350902267890037;9;1.2566370614359172
34;2.115471666337497;-0.8014635657376317;0.8810744122980456;-1.242369215801433;-0.8614331675128546;2.054455932656399;25;1.256637061435917
35;-1.627782748560355;0.5348665840031089;-0.9108908711927785;-0.4721434676674647;2.0831300532715584;1.711065864827345;17;1.2566370614359172
36;-1.9840635734242835;0.0747295386086142;0.0851392487015986;0.3730685564697594;0.2218679511017257;2.426196698733696;31;1.2566370614359172
